Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,lat,lon
15307,qp03pf,48,4.3,0.017195694,Residential,2,Not Allowed,Yes,25.5335723,Sunny,-5.43548583984375,90.6976318359375
15308,qp0904,48,4.3,0.30295192,Street,1,Not Allowed,Yes,9.355043607,Rainy,-5.43548583984375,90.7086181640625
15309,qp090d,48,4.3,0.010398981,Residential,3,Allowed,Yes,23.57637309,Sunny,-5.43548583984375,90.7305908203125
15310,qp0944,48,4.3,0.029168283,Residential,3,Allowed,Yes,20.5400323,Sunny,-5.43548583984375,90.7965087890625
15311,qp094d,48,4.3,0.003183684,Residential,2,Not Allowed,Yes,24.26505151,Sunny,-5.43548583984375,90.8184814453125
15312,qp095d,48,4.3,0.024984091,Residential,1,Not Allowed,No,13.50801762,Rainy,-5.43548583984375,90.8624267578125
15313,qp09h6,48,4.3,0.005216804,Residential,3,Allowed,Yes,11.26372161,Rainy,-5.43548583984375,90.8953857421875
15314,qp09jd,48,4.3,0.038950379,Residential,1,Not Allowed,No,15.535153855,Rainy,-5.43548583984375,90.9503173828125
15315,qp03p5,48,4.3,0.01288536,Residential,3,Allowed,Yes,19.8065861,Sunny,-5.42999267578125,90.6646728515625
15316,qp03p7,48,4.3,0.57185188,Highway,5,Allowed,No,18.39308981,Foggy,-5.42999267578125,90.6756591796875
15317,qp03pe,48,4.3,0.109743393,Residential,3,Allowed,Yes,20.86792917,Sunny,-5.42999267578125,90.6866455078125
15318,qp0905,48,4.3,0.014660637,Residential,2,Not Allowed,Yes,8.966223857,Rainy,-5.42999267578125,90.7086181640625
15319,qp0907,48,4.3,0.326924301,Street,1,Not Allowed,Yes,17.65611058,Foggy,-5.42999267578125,90.7196044921875
15320,qp090e,48,4.3,0.375442614,Highway,3,Allowed,Yes,-1.870634272,Snowy,-5.42999267578125,90.7305908203125
15321,qp091e,48,4.3,0.012682442,Residential,1,Not Allowed,No,15.80474774,Foggy,-5.42999267578125,90.7745361328125
15322,qp0945,48,4.3,0.089394454,Residential,2,Not Allowed,Yes,10.80744885,Rainy,-5.42999267578125,90.7965087890625
15323,qp0947,48,4.3,0.014977601,Residential,2,Not Allowed,Yes,10.28013124,Rainy,-5.42999267578125,90.8074951171875
15324,qp094e,48,4.3,0.003832847,Residential,2,Not Allowed,Yes,29.00558191,Sunny,-5.42999267578125,90.8184814453125
15325,qp0957,48,4.3,0.024079953,Residential,2,Not Allowed,Yes,5.519337234,Snowy,-5.42999267578125,90.8514404296875
15326,qp095e,48,4.3,0.041149843,Residential,1,Not Allowed,No,1.056787731,Unknown,-5.42999267578125,90.8624267578125
15327,qp09h5,48,4.3,0.009780508,Residential,1,Not Allowed,No,6.176314504,Snowy,-5.42999267578125,90.8843994140625
15328,qp09h7,48,4.3,0.003339824,Residential,1,Not Allowed,No,17.33525128,Foggy,-5.42999267578125,90.8953857421875
15329,qp03pk,48,4.3,0.131108059,Residential,3,Allowed,Yes,25.17391423,Sunny,-5.42449951171875,90.6756591796875
15330,qp03ps,48,4.3,0.034304503,Residential,2,Not Allowed,Yes,23.95115625,Sunny,-5.42449951171875,90.6866455078125
15331,qp090h,48,4.3,0.057527887,Residential,3,Allowed,Yes,1.806321383,Snowy,-5.42449951171875,90.7086181640625
15332,qp090k,48,4.3,0.269052741,Street,1,Not Allowed,Yes,22.11344547,Sunny,-5.42449951171875,90.7196044921875
15333,qp090s,48,4.3,0.349853555,Street,1,Not Allowed,Yes,3.794081058,Snowy,-5.42449951171875,90.7305908203125
15334,qp091u,48,4.3,0.012226401,Residential,3,Allowed,Yes,3.524892697,Snowy,-5.42449951171875,90.7855224609375
15335,qp094h,48,4.3,0.010114497,Residential,3,Allowed,Yes,10.95921407,Rainy,-5.42449951171875,90.7965087890625
15336,qp094k,48,4.3,0.025117047,Residential,2,Not Allowed,Yes,18.95305514,Foggy,-5.42449951171875,90.8074951171875
15337,qp094s,48,4.3,0.031119946,Residential,2,Not Allowed,Yes,12.26888094,Rainy,-5.42449951171875,90.8184814453125
15338,qp095k,48,4.3,0.04430211,Residential,2,Not Allowed,Yes,14.53846053,Foggy,-5.42449951171875,90.8514404296875
15339,qp095s,48,4.3,0.048464452,Residential,2,Not Allowed,Yes,22.05449136,Sunny,-5.42449951171875,90.8624267578125
15340,qp095u,48,4.3,0.023273923,Residential,3,Allowed,Yes,25.70414952,Sunny,-5.42449951171875,90.8734130859375
15341,qp09hh,48,4.3,0.173622962,Residential,1,Not Allowed,No,14.25262257,Foggy,-5.42449951171875,90.8843994140625
15342,qp09hk,48,4.3,0.025794872,Residential,1,Not Allowed,No,10.91877843,Rainy,-5.42449951171875,90.8953857421875
15343,qp09hs,48,4.3,0.09112103,Residential,1,Not Allowed,No,17.98784366,Foggy,-5.42449951171875,90.9063720703125
15344,qp09jk,48,4.3,0.013917099,Residential,1,Not Allowed,No,24.25675715,Sunny,-5.42449951171875,90.9393310546875
15345,qp03pt,48,4.3,0.005143026,Residential,2,Not Allowed,Yes,18.463037725,Rainy,-5.41900634765625,90.6866455078125
15346,qp03pv,48,4.3,0.071483219,Residential,1,Not Allowed,No,12.6693183,Rainy,-5.41900634765625,90.6976318359375
15347,qp090m,48,4.3,0.200830106,Residential,1,Not Allowed,No,3.316771395,Snowy,-5.41900634765625,90.7196044921875
15348,qp090t,48,4.3,0.637146279,Highway,5,Allowed,No,21.37047954,Sunny,-5.41900634765625,90.7305908203125
15349,qp091m,48,4.3,0.004967529,Residential,2,Not Allowed,Yes,21.75082822,Sunny,-5.41900634765625,90.7635498046875
15350,qp091t,48,4.3,0.076820035,Residential,1,Not Allowed,No,6.200614917,Snowy,-5.41900634765625,90.7745361328125
15351,qp094j,48,4.3,0.012595109,Unknown,3,Allowed,Yes,15.9584638,Foggy,-5.41900634765625,90.7965087890625
15352,qp094m,48,4.3,0.071858788,Residential,1,Not Allowed,No,14.71900735,Foggy,-5.41900634765625,90.8074951171875
15353,qp094t,48,4.3,0.038702272,Residential,2,Not Allowed,Yes,15.90797269,Foggy,-5.41900634765625,90.8184814453125
15354,qp095m,48,4.3,0.03989998,Residential,2,Not Allowed,Yes,26.407869,Sunny,-5.41900634765625,90.8514404296875
15355,qp095t,48,4.3,0.041521936,Residential,2,Not Allowed,Yes,29.37550108,Sunny,-5.41900634765625,90.8624267578125
15356,qp095v,48,4.3,0.113247997,Residential,1,Not Allowed,No,9.550752562,Rainy,-5.41900634765625,90.8734130859375
15357,qp09hj,48,4.3,0.155510941,Residential,1,Not Allowed,No,13.34288616,Rainy,-5.41900634765625,90.8843994140625
15358,qp09hm,48,4.3,0.098676934,Residential,3,Allowed,Yes,20.90130133,Sunny,-5.41900634765625,90.8953857421875
15359,qp09ht,48,4.3,0.04366375,Residential,1,Not Allowed,No,26.64376533,Sunny,-5.41900634765625,90.9063720703125
15360,qp09hv,48,4.3,0.118564146,Residential,1,Not Allowed,No,6.849426496,Snowy,-5.41900634765625,90.9173583984375
15361,qp09jt,48,4.3,0.005570142,Residential,1,Not Allowed,No,9.127867758,Rainy,-5.41900634765625,90.9503173828125
15362,qp09jv,48,4.3,0.008651098,Residential,3,Allowed,Yes,10.95096704,Rainy,-5.41900634765625,90.9613037109375
15363,qp03jq,48,4.3,0.036840572,Residential,1,Not Allowed,No,23.92550415,Sunny,-5.41351318359375,90.5877685546875
15364,qp03jw,48,4.3,0.043455164,Residential,2,Not Allowed,Yes,15.58093356,Foggy,-5.41351318359375,90.5987548828125
15365,qp03jy,48,4.3,0.051795752,Residential,2,Not Allowed,Yes,4.033357011,Snowy,-5.41351318359375,90.6097412109375
15366,qp03nn,48,4.3,0.001963615,Residential,1,Not Allowed,No,18.63745128,Foggy,-5.41351318359375,90.6207275390625
15367,qp03nq,48,4.3,0.076114851,Residential,1,Not Allowed,No,-0.144860521,Snowy,-5.41351318359375,90.6317138671875
15368,qp03nw,48,4.3,0.05733024,Residential,1,Not Allowed,No,21.24593489,Sunny,-5.41351318359375,90.6427001953125
15369,qp03ny,48,4.3,0.062358931,Residential,3,Allowed,Yes,7.887599537,Rainy,-5.41351318359375,90.6536865234375
15370,qp03pn,48,4.3,0.021773303,Residential,3,Allowed,Yes,4.862191054,Snowy,-5.41351318359375,90.6646728515625
15371,qp03pq,48,4.3,0.010290015,Residential,2,Not Allowed,Yes,7.885274698,Rainy,-5.41351318359375,90.6756591796875
15372,qp03pw,48,4.3,0.024705466,Residential,2,Not Allowed,Yes,15.15780988,Foggy,-5.41351318359375,90.6866455078125
15373,qp03py,48,4.3,0.035525971,Residential,2,Not Allowed,Yes,7.073570465,Rainy,-5.41351318359375,90.6976318359375
15374,qp090n,48,4.3,0.01625212,Residential,3,Allowed,Yes,14.31456294,Foggy,-5.41351318359375,90.7086181640625
15375,qp090q,48,4.3,0.037495883,Residential,2,Not Allowed,Yes,20.76618836,Sunny,-5.41351318359375,90.7196044921875
15376,qp090w,48,4.3,0.039100465,Residential,1,Not Allowed,No,15.91428304,Foggy,-5.41351318359375,90.7305908203125
15377,qp091y,48,4.3,0.105636347,Residential,1,Not Allowed,No,11.06237772,Rainy,-5.41351318359375,90.7855224609375
15378,qp094n,48,4.3,0.167854354,Residential,3,Allowed,Yes,8.389499352,Rainy,-5.41351318359375,90.7965087890625
15379,qp094q,48,4.3,0.18570494,Residential,3,Allowed,Yes,8.695736149,Rainy,-5.41351318359375,90.8074951171875
15380,qp094w,48,4.3,0.023633647,Residential,3,Allowed,Yes,12.34603973,Rainy,-5.41351318359375,90.8184814453125
15381,qp094y,48,4.3,0.076855763,Residential,3,Allowed,Yes,12.44073909,Rainy,-5.41351318359375,90.8294677734375
15382,qp095q,48,4.3,0.137805474,Residential,3,Allowed,Yes,13.44967235,Rainy,-5.41351318359375,90.8514404296875
15383,qp095w,48,4.3,0.123000734,Residential,1,Not Allowed,No,13.96976106,Rainy,-5.41351318359375,90.8624267578125
15384,qp095y,48,4.3,0.00843344,Residential,2,Not Allowed,Yes,23.47271241,Sunny,-5.41351318359375,90.8734130859375
15385,qp09hn,48,4.3,0.043882486,Residential,2,Not Allowed,Yes,13.39461444,Rainy,-5.41351318359375,90.8843994140625
15386,qp09hq,48,4.3,0.000655569,Residential,3,Allowed,Yes,20.70168917,Sunny,-5.41351318359375,90.8953857421875
15387,qp09hw,48,4.3,0.013450377,Residential,3,Allowed,Yes,8.691691009,Rainy,-5.41351318359375,90.9063720703125
15388,qp09hy,48,4.3,0.059556194,Residential,2,Not Allowed,Yes,11.28226069,Rainy,-5.41351318359375,90.9173583984375
15389,qp09jq,48,4.3,0.1417323,Residential,1,Not Allowed,No,9.796321165,Rainy,-5.41351318359375,90.9393310546875
15390,qp03jr,48,4.3,0.017374317,Residential,2,Not Allowed,Yes,10.97457614,Rainy,-5.40802001953125,90.5877685546875
15391,qp03jx,48,4.3,0.016047248,Residential,3,Allowed,Yes,6.352745119,Snowy,-5.40802001953125,90.5987548828125
15392,qp03jz,48,4.3,0.026896679,Residential,2,Not Allowed,Yes,8.784227672,Rainy,-5.40802001953125,90.6097412109375
15393,qp03nr,48,4.3,0.045144866,Residential,2,Not Allowed,Yes,9.801890518,Rainy,-5.40802001953125,90.6317138671875
15394,qp03nx,48,4.3,0.051204157,Residential,3,Allowed,Yes,14.63422263,Foggy,-5.40802001953125,90.6427001953125
15395,qp03nz,48,4.3,0.135465696,Residential,1,Not Allowed,No,32.05377933,Sunny,-5.40802001953125,90.6536865234375
15396,qp03pp,48,4.3,0.118672531,Residential,3,Allowed,Yes,24.7399643,Sunny,-5.40802001953125,90.6646728515625
15397,qp03pr,48,4.3,0.115830217,Residential,1,Not Allowed,No,17.81867153,Foggy,-5.40802001953125,90.6756591796875
15398,qp03px,48,4.3,0.049992178,Residential,2,Not Allowed,Yes,23.06948896,Sunny,-5.40802001953125,90.6866455078125
15399,qp03pz,48,4.3,0.020008698,Residential,1,Not Allowed,No,22.22313011,Sunny,-5.40802001953125,90.6976318359375
15400,qp090p,48,4.3,0.023028426,Residential,2,Not Allowed,Yes,12.31367191,Rainy,-5.40802001953125,90.7086181640625
15401,qp090r,48,4.3,0.044685043,Residential,3,Allowed,Yes,8.949419749,Rainy,-5.40802001953125,90.7196044921875
15402,qp090x,48,4.3,0.027219433,Residential,2,Not Allowed,Yes,25.61637685,Sunny,-5.40802001953125,90.7305908203125
15403,qp091z,48,4.3,0.078767776,Residential,1,Not Allowed,No,10.83926362,Rainy,-5.40802001953125,90.7855224609375
15404,qp094p,48,4.3,0.040463176,Residential,2,Not Allowed,Yes,11.93399143,Rainy,-5.40802001953125,90.7965087890625
15405,qp094r,48,4.3,0.398336492,Highway,3,Allowed,Yes,14.43942925,Foggy,-5.40802001953125,90.8074951171875
15406,qp094x,48,4.3,0.139282156,Residential,1,Not Allowed,No,22.87078545,Sunny,-5.40802001953125,90.8184814453125
15407,qp094z,48,4.3,0.012067715,Residential,1,Not Allowed,No,22.28188896,Sunny,-5.40802001953125,90.8294677734375
15408,qp095r,48,4.3,0.104330723,Residential,1,Not Allowed,No,21.69299247,Sunny,-5.40802001953125,90.8514404296875
15409,qp095x,48,4.3,0.04038874,Residential,3,Allowed,Yes,-4.544319532,Snowy,-5.40802001953125,90.8624267578125
15410,qp095z,48,4.3,0.03099257,Residential,1,Not Allowed,No,18.78458117,Foggy,-5.40802001953125,90.8734130859375
15411,qp09hp,48,4.3,0.014172612,Residential,3,Allowed,Yes,19.52582542,Sunny,-5.40802001953125,90.8843994140625
15412,qp09hz,48,4.3,0.009485751,Residential,1,Not Allowed,No,25.17060861,Sunny,-5.40802001953125,90.9173583984375
15413,qp09jp,48,4.3,0.086607837,Residential,1,Not Allowed,No,13.27666232,Rainy,-5.40802001953125,90.9283447265625
15414,qp09jx,48,4.3,0.019399057,Residential,3,Allowed,Yes,15.35597464,Foggy,-5.40802001953125,90.9503173828125
15415,qp09jz,48,4.3,0.040962198,Residential,2,Not Allowed,Yes,0.802575168,Snowy,-5.40802001953125,90.9613037109375
15416,qp09np,48,4.3,0.000139299,Residential,2,Not Allowed,Yes,36.15094404,Sunny,-5.40802001953125,90.9722900390625
15417,qp03m2,48,4.3,0.0231269,Residential,3,Allowed,Yes,16.6821911,Foggy,-5.40252685546875,90.5877685546875
15418,qp03m8,48,4.3,0.049195506,Residential,3,Allowed,Yes,12.6571682,Rainy,-5.40252685546875,90.5987548828125
15419,qp03mb,48,4.3,0.078507927,Residential,2,Not Allowed,Yes,7.20038959,Rainy,-5.40252685546875,90.6097412109375
15420,qp03q0,48,4.3,0.037712429,Residential,3,Allowed,Yes,12.92390656,Rainy,-5.40252685546875,90.6207275390625
15421,qp03q2,48,4.3,0.053084815,Residential,3,Allowed,Yes,19.72457967,Sunny,-5.40252685546875,90.6317138671875
15422,qp03q8,48,4.3,0.049410467,Residential,3,Allowed,Yes,18.67057656,Foggy,-5.40252685546875,90.6427001953125
15423,qp03qb,48,4.3,0.10457799,Residential,1,Not Allowed,No,13.10878207,Unknown,-5.40252685546875,90.6536865234375
15424,qp03r0,48,4.3,0.08061521,Residential,3,Allowed,Yes,14.93078757,Foggy,-5.40252685546875,90.6646728515625
15425,qp03r2,48,4.3,0.229069209,Street,1,Not Allowed,Yes,18.14681605,Foggy,-5.40252685546875,90.6756591796875
15426,qp03r8,48,4.3,0.053060159,Residential,2,Not Allowed,Yes,21.13458023,Sunny,-5.40252685546875,90.6866455078125
15427,qp03rb,48,4.3,0.027083008,Residential,2,Not Allowed,Yes,17.92159367,Foggy,-5.40252685546875,90.6976318359375
15428,qp0920,48,4.3,0.070172103,Residential,2,Not Allowed,Yes,20.73600855,Sunny,-5.40252685546875,90.7086181640625
15429,qp0922,48,4.3,0.02243129,Residential,3,Allowed,Yes,23.07681412,Sunny,-5.40252685546875,90.7196044921875
15430,qp0928,48,4.3,0.018582824,Residential,1,Not Allowed,No,4.879380309,Snowy,-5.40252685546875,90.7305908203125
15431,qp0932,48,4.3,0.016529513,Residential,3,Allowed,Yes,15.7096221,Foggy,-5.40252685546875,90.7635498046875
15432,qp093b,48,4.3,0.077135311,Residential,1,Not Allowed,No,2.088510286,Snowy,-5.40252685546875,90.7855224609375
15433,qp0960,48,4.3,0.078029655,Residential,2,Not Allowed,Yes,15.73664756,Foggy,-5.40252685546875,90.7965087890625
15434,qp0962,48,4.3,0.120439419,Residential,3,Allowed,Yes,15.29502526,Foggy,-5.40252685546875,90.8074951171875
15435,qp0968,48,4.3,0.093354771,Residential,1,Not Allowed,No,16.04406707,Foggy,-5.40252685546875,90.8184814453125
15436,qp096b,48,4.3,0.2060917,Residential,1,Not Allowed,No,20.76434781,Sunny,-5.40252685546875,90.8294677734375
15437,qp0970,48,4.3,0.042402359,Residential,1,Not Allowed,No,16.93257823,Foggy,-5.40252685546875,90.8404541015625
15438,qp0972,48,4.3,0.03867745,Residential,2,Not Allowed,Yes,20.184012355,Sunny,-5.40252685546875,90.8514404296875
15439,qp0978,48,4.3,0.023964493,Residential,3,Allowed,Yes,23.43544648,Sunny,-5.40252685546875,90.8624267578125
15440,qp097b,48,4.3,0.026494698,Residential,2,Not Allowed,Yes,18.70967211,Foggy,-5.40252685546875,90.8734130859375
15441,qp09k2,48,4.3,0.226017571,Street,1,Not Allowed,Yes,15.84964314,Foggy,-5.40252685546875,90.8953857421875
15442,qp09kb,48,4.3,0.024331451,Residential,1,Not Allowed,No,33.11839205,Sunny,-5.40252685546875,90.9173583984375
15443,qp09m0,48,4.3,0.087081878,Residential,2,Not Allowed,Yes,-0.03801858,Snowy,-5.40252685546875,90.9283447265625
15444,qp09m8,48,4.3,0.001250714,Residential,2,Not Allowed,Yes,18.21585183,Foggy,-5.40252685546875,90.9503173828125
15445,qp03m3,48,4.3,0.009823185,Residential,2,Not Allowed,Yes,36.82788332,Sunny,-5.39703369140625,90.5877685546875
15446,qp03m9,48,4.3,0.000688313,Residential,1,Not Allowed,No,17.58737686,Foggy,-5.39703369140625,90.5987548828125
15447,qp03mc,48,4.3,0.076053091,Residential,1,Not Allowed,No,4.592138685,Snowy,-5.39703369140625,90.6097412109375
15448,qp03q1,48,4.3,0.050334078,Residential,1,Not Allowed,No,10.92976078,Rainy,-5.39703369140625,90.6207275390625
15449,qp03q3,48,4.3,0.077948036,Residential,2,Not Allowed,Yes,20.78810701,Sunny,-5.39703369140625,90.6317138671875
15450,qp03q9,48,4.3,0.120944066,Residential,1,Not Allowed,No,24.13433728,Sunny,-5.39703369140625,90.6427001953125
15451,qp03qc,48,4.3,0.098927056,Residential,3,Allowed,Yes,8.263252746,Rainy,-5.39703369140625,90.6536865234375
15452,qp03r1,48,4.3,0.142193412,Residential,3,Allowed,Yes,16.99310628,Foggy,-5.39703369140625,90.6646728515625
15453,qp03r3,48,4.3,0.121747759,Residential,1,Not Allowed,No,18.54632345,Foggy,-5.39703369140625,90.6756591796875
15454,qp03r9,48,4.3,0.104924013,Residential,2,Not Allowed,Yes,15.34340614,Foggy,-5.39703369140625,90.6866455078125
15455,qp03rc,48,4.3,0.015863836,Residential,2,Not Allowed,Yes,17.17722366,Foggy,-5.39703369140625,90.6976318359375
15456,qp0921,48,4.3,0.108216853,Residential,3,Allowed,Yes,13.22165428,Rainy,-5.39703369140625,90.7086181640625
15457,qp0923,48,4.3,0.026788274,Residential,3,Allowed,Yes,12.86113391,Rainy,-5.39703369140625,90.7196044921875
15458,qp0929,48,4.3,0.059969526,Residential,2,Not Allowed,Yes,19.91770105,Sunny,-5.39703369140625,90.7305908203125
15459,qp0933,48,4.3,0.020035646,Residential,2,Not Allowed,Yes,19.74597451,Sunny,-5.39703369140625,90.7635498046875
15460,qp093c,48,4.3,0.016657507,Residential,3,Allowed,Yes,30.53109627,Sunny,-5.39703369140625,90.7855224609375
15461,qp0961,48,4.3,0.061985181,Residential,1,Not Allowed,No,20.03693618,Sunny,-5.39703369140625,90.7965087890625
15462,qp0963,48,4.3,0.036963815,Residential,3,Allowed,Yes,23.37247856,Sunny,-5.39703369140625,90.8074951171875
15463,qp0969,48,4.3,0.018185134,Residential,3,Allowed,Yes,17.15346668,Foggy,-5.39703369140625,90.8184814453125
15464,qp096c,48,4.3,0.122905407,Residential,2,Not Allowed,Yes,16.7330721,Foggy,-5.39703369140625,90.8294677734375
15465,qp0971,48,4.3,0.05193305,Residential,2,Not Allowed,Yes,20.81465703,Sunny,-5.39703369140625,90.8404541015625
15466,qp0973,48,4.3,0.00704584,Residential,3,Allowed,Yes,7.936021023,Rainy,-5.39703369140625,90.8514404296875
15467,qp0979,48,4.3,0.061274924,Residential,3,Allowed,Yes,11.58053363,Rainy,-5.39703369140625,90.8624267578125
15468,qp097c,48,4.3,0.068932688,Residential,2,Not Allowed,Yes,18.87269263,Foggy,-5.39703369140625,90.8734130859375
15469,qp09k1,48,4.3,0.070315916,Residential,2,Not Allowed,Yes,18.975223765,Foggy,-5.39703369140625,90.8843994140625
15470,qp09k3,48,4.3,0.062547366,Residential,1,Not Allowed,No,19.0777549,Sunny,-5.39703369140625,90.8953857421875
15471,qp09k9,48,4.3,0.005454893,Residential,1,Not Allowed,No,3.255451023,Snowy,-5.39703369140625,90.9063720703125
15472,qp09kc,48,4.3,0.040919026,Residential,1,Not Allowed,No,10.46730905,Rainy,-5.39703369140625,90.9173583984375
15473,qp09m1,48,4.3,0.036561697,Residential,3,Allowed,Yes,28.80145143,Sunny,-5.39703369140625,90.9283447265625
15474,qp09m9,48,4.3,0.033500417,Residential,3,Allowed,Yes,24.98273597,Sunny,-5.39703369140625,90.9503173828125
15475,qp03m6,48,4.3,0.041826395,Residential,1,Not Allowed,No,16.47758756,Foggy,-5.39154052734375,90.5877685546875
15476,qp03md,48,4.3,0.002977793,Residential,2,Not Allowed,Yes,14.87595816,Foggy,-5.39154052734375,90.5987548828125
15477,qp03mf,48,4.3,0.038960226,Residential,3,Allowed,Yes,21.70775978,Sunny,-5.39154052734375,90.6097412109375
15478,qp03q4,48,4.3,0.065410999,Residential,1,Not Allowed,No,18.42947507,Foggy,-5.39154052734375,90.6207275390625
15479,qp03q6,48,4.3,0.040591024,Residential,2,Not Allowed,Yes,12.61055954,Rainy,-5.39154052734375,90.6317138671875
15480,qp03qd,48,4.3,0.129663082,Unknown,1,Not Allowed,No,17.0316465,Foggy,-5.39154052734375,90.6427001953125
15481,qp03qf,48,4.3,0.228087514,Street,1,Not Allowed,Yes,7.205110097,Rainy,-5.39154052734375,90.6536865234375
15482,qp03r4,48,4.3,0.066838648,Residential,1,Not Allowed,No,17.23593792,Foggy,-5.39154052734375,90.6646728515625
15483,qp03r6,48,4.3,0.114288048,Residential,1,Not Allowed,No,25.76335951,Sunny,-5.39154052734375,90.6756591796875
15484,qp03rd,48,4.3,0.048574142,Residential,1,Not Allowed,No,22.63756857,Sunny,-5.39154052734375,90.6866455078125
15485,qp03rf,48,4.3,0.085219599,Residential,3,Allowed,Yes,12.45810055,Rainy,-5.39154052734375,90.6976318359375
15486,qp0924,48,4.3,0.058524277,Residential,1,Not Allowed,No,17.53254864,Foggy,-5.39154052734375,90.7086181640625
15487,qp0926,48,4.3,0.094239168,Residential,2,Not Allowed,Yes,21.81688256,Sunny,-5.39154052734375,90.7196044921875
15488,qp092d,48,4.3,0.063804117,Residential,3,Allowed,Yes,8.495290296,Rainy,-5.39154052734375,90.7305908203125
15489,qp0936,48,4.3,0.000310315,Residential,1,Not Allowed,No,20.54556235,Sunny,-5.39154052734375,90.7635498046875
15490,qp093d,48,4.3,0.004453736,Residential,2,Not Allowed,Yes,20.92007093,Sunny,-5.39154052734375,90.7745361328125
15491,qp093f,48,4.3,0.021972368,Residential,3,Allowed,Yes,21.31618456,Sunny,-5.39154052734375,90.7855224609375
15492,qp096f,48,4.3,0.217904741,Residential,2,Not Allowed,Yes,18.01727055,Foggy,-5.39154052734375,90.8294677734375
15493,qp0974,48,4.3,0.08378358,Residential,3,Allowed,Yes,5.339959452,Snowy,-5.39154052734375,90.8404541015625
15494,qp0976,48,4.3,0.138709932,Residential,2,Not Allowed,Yes,9.777160415,Rainy,-5.39154052734375,90.8514404296875
15495,qp097d,48,4.3,0.06490986,Residential,1,Not Allowed,No,21.08056465,Sunny,-5.39154052734375,90.8624267578125
15496,qp097f,48,4.3,0.11749669,Residential,1,Not Allowed,No,5.519233803,Snowy,-5.39154052734375,90.8734130859375
15497,qp09k6,48,4.3,0.049353209,Residential,2,Not Allowed,Yes,16.8631658,Foggy,-5.39154052734375,90.8953857421875
15498,qp09kf,48,4.3,0.023855828,Residential,3,Allowed,Yes,10.95349964,Rainy,-5.39154052734375,90.9173583984375
15499,qp03m7,48,4.3,0.011142524,Residential,2,Not Allowed,Yes,7.342996411,Rainy,-5.38604736328125,90.5877685546875
15500,qp03me,48,4.3,0.035514609,Residential,3,Allowed,Yes,10.3193286005,Sunny,-5.38604736328125,90.5987548828125
15501,qp03mg,48,4.3,0.139438728,Residential,3,Allowed,Yes,13.29566079,Rainy,-5.38604736328125,90.6097412109375
15502,qp03q5,48,4.3,0.061415774,Residential,2,Not Allowed,Yes,14.7171448,Foggy,-5.38604736328125,90.6207275390625
15503,qp03q7,48,4.3,0.035094639,Residential,1,Not Allowed,No,18.47969214,Foggy,-5.38604736328125,90.6317138671875
15504,qp03qe,48,4.3,0.087715822,Residential,1,Not Allowed,No,22.44433163,Sunny,-5.38604736328125,90.6427001953125
15505,qp03qg,48,4.3,0.399804528,Highway,3,Allowed,Yes,22.33312601,Sunny,-5.38604736328125,90.6536865234375
15506,qp03r5,48,4.3,0.0334453,Residential,2,Not Allowed,Yes,19.02309166,Sunny,-5.38604736328125,90.6646728515625
15507,qp03r7,48,4.3,0.024416003,Residential,2,Not Allowed,Yes,20.70154589,Sunny,-5.38604736328125,90.6756591796875
15508,qp03re,48,4.3,0.090849021,Residential,1,Not Allowed,No,17.47630722,Foggy,-5.38604736328125,90.6866455078125
15509,qp03rg,48,4.3,0.074762123,Residential,3,Allowed,Yes,6.651089899,Snowy,-5.38604736328125,90.6976318359375
15510,qp0925,48,4.3,0.230653952,Street,1,Not Allowed,Yes,20.41503112,Sunny,-5.38604736328125,90.7086181640625
15511,qp0927,48,4.3,0.232870728,Street,1,Not Allowed,Yes,17.5636242,Foggy,-5.38604736328125,90.7196044921875
15512,qp092e,48,4.3,0.064310086,Residential,2,Not Allowed,Yes,6.059678069,Snowy,-5.38604736328125,90.7305908203125
15513,qp093e,48,4.3,0.000766969,Residential,3,Allowed,Yes,10.86741107,Rainy,-5.38604736328125,90.7745361328125
15514,qp093g,48,4.3,0.06430496,Residential,2,Not Allowed,Yes,18.02013999,Foggy,-5.38604736328125,90.7855224609375
15515,qp096g,48,4.3,0.04442488,Residential,2,Not Allowed,Yes,14.28235971,Foggy,-5.38604736328125,90.8294677734375
15516,qp0975,48,4.3,0.14773027,Residential,2,Not Allowed,Yes,16.7927843,Foggy,-5.38604736328125,90.8404541015625
15517,qp0977,48,4.3,0.062944387,Residential,2,Not Allowed,Yes,26.95875089,Sunny,-5.38604736328125,90.8514404296875
15518,qp097e,48,4.3,0.227990149,Street,1,Not Allowed,Yes,13.26075629,Rainy,-5.38604736328125,90.8624267578125
15519,qp097g,48,4.3,0.071944665,Residential,3,Allowed,Yes,16.05406818,Foggy,-5.38604736328125,90.8734130859375
15520,qp09ke,48,4.3,0.078443513,Residential,1,Not Allowed,No,1.056027631,Unknown,-5.38604736328125,90.9063720703125
15521,qp09me,48,4.3,0.01626267,Residential,1,Not Allowed,No,14.74062586,Foggy,-5.38604736328125,90.9503173828125
15522,qp03mk,48,4.3,0.0021259,Residential,3,Allowed,Yes,24.27162984,Sunny,-5.38055419921875,90.5877685546875
15523,qp03ms,48,4.3,0.014139726,Residential,3,Allowed,Yes,15.90558966,Foggy,-5.38055419921875,90.5987548828125
