Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather
8695,qp03yg,48,2.3,0.121824394,Residential,3,Allowed,Yes,17.92813305,Foggy
8696,qp03z5,48,2.3,0.016097074,Residential,3,Allowed,Yes,21.55541759,Sunny
8697,qp03z7,48,2.3,0.01190104,Residential,3,Allowed,Yes,8.800483364,Rainy
8698,qp03ze,48,2.3,0.020593681,Residential,2,Not Allowed,Yes,17.08826564,Foggy
8699,qp03zg,48,2.3,0.026216941,Residential,3,Allowed,Yes,16.20520349,Foggy
8700,qp09b5,48,2.3,0.094784622,Residential,1,Not Allowed,No,14.98317944,Foggy
8701,qp09b7,48,2.3,0.147238907,Residential,2,Not Allowed,Yes,10.17911203,Rainy
8702,qp09be,48,2.3,0.024635236,Residential,2,Not Allowed,Yes,12.71434752,Rainy
8703,qp09c7,48,2.3,0.038350881,Residential,1,Not Allowed,No,20.28933517,Sunny
8704,qp09cg,48,2.3,0.076363235,Residential,1,Not Allowed,No,16.67103593,Foggy
8705,qp09fe,48,2.3,0.005140882,Residential,1,Not Allowed,No,10.1915554,Rainy
8706,qp09fg,48,2.3,0.056792498,Residential,2,Not Allowed,Yes,7.316117895,Rainy
8707,qp09g5,48,2.3,0.139054178,Residential,2,Not Allowed,Yes,22.58791072,Sunny
8708,qp09g7,48,2.3,0.063127044,Residential,1,Not Allowed,No,13.49023633,Rainy
8709,qp09ge,48,2.3,0.031088314,Residential,2,Not Allowed,Yes,18.87971996,Foggy
8710,qp09ue,48,2.3,0.196608636,Residential,2,Not Allowed,Yes,26.87680892,Sunny
8711,qp09vg,48,2.3,0.026673213,Residential,2,Not Allowed,Yes,,Foggy
8712,qp03yk,48,2.3,0.033119384,Residential,2,Not Allowed,Yes,36.15270518,Sunny
8713,qp03ys,48,2.3,0.119969155,Residential,3,Allowed,Yes,18.9895611,Foggy
8714,qp03yu,48,2.3,0.055543096,Residential,3,Allowed,Yes,5.418849072,Snowy
8715,qp03zh,48,2.3,0.05015165,Residential,1,Not Allowed,No,13.00635529,Rainy
8716,qp03zk,48,2.3,0.010991415,Residential,2,Not Allowed,Yes,12.89151637,Rainy
8717,qp03zs,48,2.3,0.029478709,Residential,3,Allowed,Yes,31.273825,Sunny
8718,qp03zu,48,2.3,0.088429162,Residential,1,Not Allowed,No,7.52163927,Rainy
8719,qp09bh,48,2.3,0.212240873,Residential,2,Not Allowed,Yes,14.80594469,Foggy
8720,qp09bk,48,2.3,0.007207125,Residential,1,Not Allowed,No,8.972555156,Rainy
8721,qp09cu,48,2.3,0.034288039,Residential,2,Not Allowed,Yes,16.80702887,Foggy
8722,qp09fh,48,2.3,0.064231704,Residential,1,Not Allowed,No,39.24468614,Sunny
8723,qp09fk,48,2.3,0.019606485,Residential,1,Not Allowed,No,1.85067821,Snowy
8724,qp09fs,48,2.3,0.048732245,Residential,2,Not Allowed,Yes,20.63959192,Sunny
8725,qp09fu,48,2.3,0.114807876,Residential,3,Allowed,Yes,5.312757467,Snowy
8726,qp09gh,48,2.3,0.027459115,Residential,2,Not Allowed,Yes,12.79088632,Rainy
8727,qp09gk,48,2.3,0.115570952,Residential,1,Not Allowed,No,8.86881148,Rainy
8728,qp09gs,48,2.3,0.055003349,Residential,2,Not Allowed,Yes,24.31078126,Sunny
8729,qp09gu,48,2.3,0.035157542,Residential,2,Not Allowed,Yes,19.18441121,Sunny
8730,qp09uk,48,2.3,0.054150288,Residential,2,Not Allowed,Yes,17.76792022,
8731,qp09us,48,2.3,0.041837836,Residential,2,Not Allowed,Yes,17.81354503,Foggy
8732,qp09uu,48,2.3,0.020793843,Residential,1,Not Allowed,No,13.66270397,Rainy
8733,qp09vk,48,2.3,0.148735549,Residential,2,Not Allowed,Yes,10.32421682,Rainy
8734,qp09yh,48,2.3,0.050077192,Residential,3,Allowed,Yes,12.71896802,Rainy
8735,qp03ym,48,2.3,0.012602597,Residential,3,Allowed,Yes,5.609047211,Snowy
8736,qp03yt,48,2.3,0.116035904,Residential,3,Allowed,Yes,25.48507151,Sunny
8737,qp03yv,48,2.3,0.053040358,Residential,1,Not Allowed,No,13.65913522,Rainy
8738,qp03zj,48,2.3,0.007459083,Residential,3,Allowed,Yes,32.79742276,Sunny
8739,qp03zt,48,2.3,0.198696553,Residential,3,Allowed,Yes,6.168857916,Snowy
8740,qp03zv,48,2.3,0.41107984,Highway,5,Allowed,No,25.41909722,Sunny
8741,qp09bj,48,2.3,0.115470185,Residential,1,Not Allowed,No,21.69099535,Sunny
8742,qp09bm,48,2.3,0.031536822,Residential,3,Allowed,Yes,,Sunny
8743,qp09cj,48,2.3,0.063607641,Residential,1,Not Allowed,No,6.620060424,Snowy
8744,qp09cm,48,2.3,0.05246643,Residential,3,Allowed,Yes,17.7223481,Foggy
8745,qp09ct,48,2.3,0.022931024,Residential,3,Allowed,Yes,17.32987617,Foggy
8746,qp09cv,48,2.3,0.083688211,Residential,3,Allowed,Yes,19.10540265,Sunny
8747,qp09fj,48,2.3,0.090488178,Residential,1,Not Allowed,No,10.24407111,Rainy
8748,qp09fm,48,2.3,0.080783088,Residential,2,Not Allowed,Yes,8.984501417,Rainy
8749,qp09ft,48,2.3,0.450675106,Highway,5,Allowed,No,14.14362816,Foggy
8750,qp09fv,48,2.3,0.045963081,Residential,3,Allowed,Yes,27.71296062,Sunny
8751,qp09gj,48,2.3,0.040129141,Residential,3,Allowed,Yes,21.11598068,Sunny
8752,qp09gm,48,2.3,0.007534125,Residential,1,Not Allowed,No,22.29207982,Sunny
8753,qp09gt,48,2.3,0.075144168,Residential,2,Not Allowed,Yes,4.877023363,Snowy
8754,qp09gv,48,2.3,0.084970602,Residential,3,Allowed,Yes,18.15067813,Foggy
8755,qp09uj,48,2.3,0.021462122,Residential,3,Allowed,Yes,10.59829415,Rainy
8756,qp09um,48,2.3,0.038272085,Residential,1,Not Allowed,No,11.98117906,Rainy
8757,qp09ut,48,2.3,0.122656826,Residential,1,Not Allowed,No,36.07356458,Sunny
8758,qp09uv,48,2.3,0.406087705,Highway,3,Allowed,Yes,13.1422656,Rainy
8759,qp09vj,48,2.3,0.056015467,Residential,3,Allowed,Yes,12.52919819,Rainy
8760,qp09vm,48,2.3,0.083933403,Residential,1,Not Allowed,No,15.57811906,Foggy
8761,qp09vv,48,2.3,0.000325723,Residential,2,Not Allowed,Yes,17.27555534,Foggy
8762,qp09yj,48,2.3,0.009173247,Residential,3,Allowed,Yes,27.79811156,Sunny
8763,qp03yw,48,2.3,0.046432548,Residential,1,Not Allowed,No,20.435785,Sunny
8764,qp03yy,48,2.3,0.075918633,Residential,1,Not Allowed,No,25.754824,Sunny
8765,qp03zn,48,2.3,0.037681573,Residential,2,Not Allowed,Yes,-0.614999424,Snowy
8766,qp03zw,48,2.3,0.005743154,Residential,1,Not Allowed,No,13.01135274,Rainy
8767,qp09bn,48,2.3,0.055608433,Residential,3,Allowed,Yes,13.29804107,Rainy
8768,qp09bq,48,2.3,0.016059345,Residential,3,Allowed,Yes,13.67456903,Rainy
8769,qp09cn,48,2.3,0.030049839,Residential,1,Not Allowed,No,22.12953373,Sunny
8770,qp09cq,48,2.3,0.025884198,Residential,2,Not Allowed,Yes,3.09546212,Snowy
8771,qp09cy,48,2.3,0.004436231,Residential,2,Not Allowed,Yes,20.41713467,Sunny
8772,qp09fq,48,2.3,0.049238372,,3,Allowed,Yes,7.85238794,Rainy
8773,qp09fy,48,2.3,0.011975717,Residential,2,Not Allowed,Yes,,Rainy
8774,qp09gn,48,2.3,0.014421837,Residential,1,Not Allowed,No,14.37474293,Foggy
8775,qp09gq,48,2.3,0.047013813,Residential,2,Not Allowed,Yes,1.342196133,Snowy
8776,qp09gw,48,2.3,0.063476615,Residential,1,Not Allowed,No,6.472984161,Snowy
8777,qp09gy,48,2.3,0.13277214,Residential,3,Allowed,Yes,13.16951218,Rainy
8778,qp09uq,48,2.3,0.036090849,Residential,3,Allowed,Yes,13.35980104,Rainy
8779,qp09uw,48,2.3,0.02590092,Residential,2,Not Allowed,Yes,23.47334583,Sunny
8780,qp09uy,48,2.3,0.348875733,Street,1,Not Allowed,Yes,17.52752386,Foggy
8781,qp09vn,48,2.3,0.02148617,Residential,2,Not Allowed,Yes,22.67530128,Sunny
8782,qp09vq,48,2.3,0.078363693,Residential,2,Not Allowed,Yes,10.31878844,Rainy
8783,qp09vy,48,2.3,0.020413512,Residential,2,Not Allowed,Yes,18.2161634,Foggy
8784,qp09yn,48,2.3,0.045785742,Residential,2,Not Allowed,Yes,22.86755819,Sunny
8785,qp03yx,48,2.3,0.058774881,Residential,1,Not Allowed,No,5.821936561,Snowy
8786,qp03yz,48,2.3,0.049643927,Residential,1,Not Allowed,No,14.0522525,Foggy
8787,qp03zr,48,2.3,0.019401766,Residential,3,Allowed,Yes,20.93894095,Sunny
8788,qp03zz,48,2.3,0.14898605,Residential,2,Not Allowed,Yes,12.31616203,Rainy
8789,qp09bp,48,2.3,0.035121083,Residential,1,Not Allowed,No,-1.025859043,Snowy
8790,qp09bx,48,2.3,0.00837706,Residential,2,Not Allowed,Yes,10.21254795,Rainy
8791,qp09fx,48,2.3,0.076405687,Residential,3,Allowed,Yes,21.24037541,Sunny
8792,qp09fz,48,2.3,0.102357403,Residential,2,Not Allowed,Yes,22.36324436,Sunny
8793,qp09gp,48,2.3,0.032909335,Residential,1,Not Allowed,No,16.02188431,Foggy
8794,qp09gr,48,2.3,0.002532994,Residential,2,Not Allowed,Yes,12.65978003,Rainy
8795,qp09gx,48,2.3,0.124739486,Residential,2,Not Allowed,Yes,17.70756006,Foggy
8796,qp09gz,48,2.3,0.045428837,Residential,2,Not Allowed,Yes,10.67968343,Rainy
8797,qp09up,48,2.3,0.013624925,Residential,1,Not Allowed,No,19.07988913,Sunny
8798,qp09ux,48,2.3,0.029485009,Residential,1,Not Allowed,No,10.43952171,Rainy
8799,qp09uz,48,2.3,0.200274196,Residential,1,Not Allowed,No,18.18373921,Foggy
8800,qp09yp,48,2.3,0.006410148,Residential,1,Not Allowed,No,16.39937831,Foggy
8801,qp06n8,48,2.3,0.010190181,Residential,3,Allowed,Yes,16.40272419,Foggy
8802,qp06nb,48,2.3,0.06881357,Residential,1,Not Allowed,No,16.63780305,Foggy
8803,qp06p0,48,2.3,0.005344538,Residential,3,Allowed,Yes,14.12839087,Foggy
8804,qp06p2,48,2.3,0.03828618,Residential,1,Not Allowed,No,,Sunny
8805,qp06pb,48,2.3,0.162272203,Residential,1,Not Allowed,No,24.37297001,Sunny
8806,qp0d00,48,2.3,0.037879613,Residential,2,Not Allowed,Yes,26.22544239,Sunny
8807,qp0d12,48,2.3,0.01099145,Residential,2,Not Allowed,Yes,11.64241143,Rainy
8808,qp0d18,48,2.3,0.019528878,Residential,2,Not Allowed,Yes,18.33756843,Foggy
8809,qp0d1b,48,2.3,0.003404865,Residential,2,Not Allowed,Yes,25.01882838,Sunny
8810,qp0d48,48,2.3,0.06638406,Residential,3,Allowed,Yes,0.500763971,Snowy
8811,qp0d4b,48,2.3,0.104854131,Residential,3,Allowed,Yes,4.96580755,Snowy
8812,qp0d50,48,2.3,0.073811231,Residential,2,Not Allowed,Yes,24.43770813,Sunny
8813,qp0d52,48,2.3,0.052839748,Residential,3,Allowed,Yes,21.3900481,Sunny
8814,qp0d58,48,2.3,0.03533416,Residential,2,Not Allowed,Yes,15.41168095,Foggy
8815,qp0dh0,48,2.3,0.077499243,Residential,3,Allowed,Yes,9.273739121,Rainy
8816,qp0dh2,48,2.3,0.010631303,Residential,2,Not Allowed,Yes,9.865584892,Rainy
8817,qp0dh8,48,2.3,0.051800372,Residential,3,Allowed,Yes,10.01174725,Rainy
8818,qp0dhb,48,2.3,0.142449213,Residential,2,Not Allowed,Yes,21.82118564,Sunny
8819,qp0dj0,48,2.3,0.092239245,Residential,3,Allowed,Yes,9.846844998,Rainy
8820,qp0dj2,48,2.3,0.010349128,Residential,3,Allowed,Yes,-1.841905749,Snowy
8821,qp0dn0,48,2.3,0.006230058,Residential,2,Not Allowed,Yes,2.937765976,Snowy
8822,qp06n9,48,2.3,0.009570112,Residential,1,Not Allowed,No,6.698416192,Snowy
8823,qp06nc,48,2.3,0.032438394,Residential,1,Not Allowed,No,15.60746179,Foggy
8824,qp06p1,48,2.3,0.009065347,Residential,3,Allowed,Yes,13.78616078,Rainy
8825,qp06p3,48,2.3,0.018864498,Residential,3,Allowed,Yes,12.05604855,Rainy
8826,qp06pc,48,2.3,0.013807773,Residential,3,Allowed,Yes,7.746962868,Rainy
8827,qp0d01,48,2.3,0.006763825,Residential,2,Not Allowed,Yes,30.92724216,
8828,qp0d49,48,2.3,0.000789275,Residential,2,Not Allowed,Yes,22.77277504,Sunny
8829,qp0d4c,48,2.3,0.001749928,Residential,1,Not Allowed,No,11.6142736,Rainy
8830,qp0d51,48,2.3,0.036973439,Residential,3,Allowed,Yes,9.391964193,Rainy
8831,qp0d53,48,2.3,0.11438645,Residential,1,Not Allowed,No,17.40630544,Foggy
8832,qp0dh9,48,2.3,0.122182585,Residential,1,Not Allowed,No,16.5705811,Foggy
8833,qp0dj1,48,2.3,0.100520189,Residential,3,Allowed,Yes,13.34255835,Rainy
8834,qp0djc,48,2.3,0.019673026,Residential,2,Not Allowed,Yes,24.29812312,Sunny
8835,qp06nd,48,2.3,0.017075857,Residential,1,Not Allowed,No,,Sunny
8836,qp06nf,48,2.3,0.019758339,Residential,3,Allowed,Yes,35.75468934,Sunny
8837,qp06p4,48,2.3,0.015489185,Residential,1,Not Allowed,No,23.59402782,Sunny
8838,qp06p6,48,2.3,0.007027744,Residential,2,Not Allowed,Yes,30.15082548,Sunny
8839,qp06pd,48,2.3,0.009489462,Residential,3,Allowed,Yes,26.86812429,Sunny
8840,qp06pf,48,2.3,0.044882042,Residential,1,Not Allowed,No,19.16186801,Sunny
8841,qp0d04,48,2.3,0.001275259,Residential,1,Not Allowed,No,21.00846341,Sunny
8842,qp0d1d,48,2.3,0.014389665,Residential,2,Not Allowed,Yes,12.51740939,Rainy
8843,qp0d54,48,2.3,0.031897178,Residential,1,Not Allowed,No,14.0071273,Foggy
8844,qp0d5f,48,2.3,0.006641693,Residential,3,Allowed,Yes,13.00081722,Rainy
8845,qp0dh4,48,2.3,0.020505248,Residential,3,Allowed,Yes,22.09403724,Sunny
8846,qp0dh6,48,2.3,0.023146292,Residential,1,Not Allowed,No,20.95307723,Sunny
8847,qp0dhd,48,2.3,0.006323176,Residential,1,Not Allowed,No,22.33539111,Sunny
8848,qp0dj4,48,2.3,0.002143289,Residential,1,Not Allowed,No,20.36182466,Sunny
8849,qp06ng,48,2.3,0.010465334,Residential,1,Not Allowed,No,15.21989716,Foggy
8850,qp06p5,48,2.3,0.081837214,Residential,3,Allowed,Yes,18.39487781,Foggy
8851,qp06p7,48,2.3,0.035595986,Residential,2,Not Allowed,Yes,21.53821839,Sunny
8852,qp06pe,48,2.3,0.076047757,Residential,3,Allowed,Yes,14.8584273,Foggy
8853,qp0d15,48,2.3,0.044706051,Residential,1,Not Allowed,No,29.54072915,Sunny
8854,qp0d1e,48,2.3,0.02958727,Residential,2,Not Allowed,Yes,18.01763281,Foggy
8855,qp0d1g,48,2.3,0.011037895,Residential,1,Not Allowed,No,16.764381,Foggy
8856,qp0d4e,48,2.3,0.034711588,Residential,1,Not Allowed,No,14.95066148,Foggy
8857,qp0d4g,48,2.3,0.012635407,Residential,3,Allowed,Yes,29.05430511,Sunny
8858,qp0d5g,48,2.3,0.006210355,Residential,1,Not Allowed,No,9.667392967,Rainy
8859,qp0dhe,48,2.3,0.034789677,Residential,1,Not Allowed,No,24.98799465,Sunny
8860,qp0dhg,48,2.3,0.058385395,Residential,1,Not Allowed,No,13.38744039,Rainy
8861,qp0dj5,48,2.3,0.032981664,Residential,1,Not Allowed,No,20.50899859,Sunny
8862,qp0dj7,48,2.3,0.02351484,Residential,3,Allowed,Yes,15.57136948,Foggy
8863,qp06ph,48,2.3,0.129321747,Residential,1,Not Allowed,No,27.22152085,Sunny
8864,qp06pk,48,2.3,0.012621782,Residential,3,Allowed,Yes,7.901102136,Rainy
8865,qp06ps,48,2.3,0.004303533,Residential,3,Allowed,Yes,23.36670684,Sunny
8866,qp06pu,48,2.3,0.002725856,Residential,3,Allowed,Yes,,Sunny
8867,qp0d0h,48,2.3,0.007352246,Residential,1,Not Allowed,No,19.75917914,Sunny
8868,qp0d0k,48,2.3,0.002019999,Residential,2,Not Allowed,Yes,12.12075053,Rainy
8869,qp0d1h,48,2.3,0.058353399,Residential,1,Not Allowed,No,21.20947443,Sunny
8870,qp0d4s,48,2.3,0.140761688,Residential,1,Not Allowed,No,17.99051614,Foggy
8871,qp0d4u,48,2.3,0.029809562,Residential,2,Not Allowed,Yes,17.0718769,Foggy
8872,qp0dhh,48,2.3,0.009880392,Residential,1,Not Allowed,No,20.05814763,Sunny
8873,qp0dhk,48,2.3,0.048263002,Residential,3,Allowed,Yes,12.76608688,Rainy
8874,qp0dhs,48,2.3,0.0240731,Residential,3,Allowed,Yes,14.44554142,Foggy
8875,qp0djh,48,2.3,0.019622934,Residential,3,Allowed,Yes,22.31747392,Sunny
8876,qp0djk,48,2.3,0.031201037,Residential,1,Not Allowed,No,11.95206985,Rainy
8877,qp0djs,48,2.3,0.010896718,Residential,3,Allowed,Yes,18.05079363,Foggy
8878,qp06nv,48,2.3,0.006490624,Residential,1,Not Allowed,No,17.63201809,Foggy
8879,qp06pj,48,2.3,0.00648718,Residential,2,Not Allowed,Yes,26.42048044,Sunny
8880,qp06pm,48,2.3,0.010640267,Residential,1,Not Allowed,No,29.80528593,Sunny
8881,qp06pt,48,2.3,0.010603754,Residential,3,Allowed,Yes,8.982191163,Rainy
8882,qp0d0j,48,2.3,0.010210254,Residential,1,Not Allowed,No,16.89830664,Foggy
8883,qp0d0m,48,2.3,0.008056374,Residential,3,Allowed,Yes,24.66042259,Sunny
8884,qp0d0v,48,2.3,0.004964749,Residential,3,Allowed,Yes,19.11891974,Sunny
8885,qp0d1m,48,2.3,0.008336624,Residential,2,Not Allowed,Yes,9.878607398,Rainy
8886,qp0d4t,48,2.3,0.013266452,Residential,1,Not Allowed,No,9.955849916,Rainy
8887,qp0d4v,48,2.3,0.030385258,Residential,1,Not Allowed,No,19.0720757,Sunny
8888,qp0dht,48,2.3,0.191790009,Residential,2,Not Allowed,Yes,11.76878923,Rainy
8889,qp0djj,48,2.3,0.003594113,Residential,2,Not Allowed,Yes,8.748163456,Rainy
8890,qp0djm,48,2.3,0.024346404,Residential,3,Allowed,Yes,31.58465503,Sunny
8891,qp0djt,48,2.3,0.022136929,Residential,2,Not Allowed,Yes,16.93297881,Foggy
8892,qp0dnj,48,2.3,0.047812597,Residential,2,Not Allowed,Yes,23.0580101,Sunny
8893,qp06ny,48,2.3,0.011686111,Residential,1,Not Allowed,No,1.998069927,Snowy
8894,qp06pq,48,2.3,0.0244677,Residential,1,Not Allowed,No,19.2437901,Sunny
8895,qp06pw,48,2.3,0.00812574,Residential,3,Allowed,Yes,3.009218225,Snowy
8896,qp06py,48,2.3,0.046070442,Residential,1,Not Allowed,No,22.05480055,Sunny
8897,qp0d0n,48,2.3,0.043310639,Residential,3,Allowed,Yes,,Sunny
8898,qp0d0q,48,2.3,0.012899775,Residential,3,Allowed,Yes,22.65665551,Sunny
8899,qp0d0w,48,2.3,0.014453771,Residential,1,Not Allowed,No,31.72604287,Sunny
8900,qp0d0y,48,2.3,0.020713955,Residential,1,Not Allowed,No,19.13127786,Sunny
8901,qp0d1n,48,2.3,0.026485907,,3,Allowed,Yes,20.19294042,Sunny
8902,qp0d4n,48,2.3,0.039042494,Residential,2,Not Allowed,Yes,5.242250205,Snowy
8903,qp0d4w,48,2.3,0.094725746,Residential,3,Allowed,Yes,15.47618458,Foggy
8904,qp0dhw,48,2.3,0.079085774,Residential,1,Not Allowed,No,22.39254546,Sunny
8905,qp02yc,48,2.45,0.025960797,Residential,1,Not Allowed,No,15.81106332,Foggy
8906,qp08b4,48,2.45,0.04514114,Residential,3,Allowed,Yes,12.64357661,Rainy
8907,qp08b6,48,2.45,0.062932274,Residential,2,Not Allowed,Yes,12.0289909,Rainy
8908,qp08bd,48,2.45,0.004754464,Residential,2,Not Allowed,Yes,27.06986088,Sunny
8909,qp02ze,48,2.45,0.158693294,Residential,2,Not Allowed,Yes,5.11325524,Snowy
8910,qp02zg,48,2.45,0.09193718,Residential,1,Not Allowed,No,7.509865316,Rainy
8911,qp08b7,48,2.45,0.025060328,Residential,3,Allowed,Yes,27.22294677,Sunny
8912,qp08be,48,2.45,0.019010894,Residential,2,Not Allowed,Yes,28.81557189,Sunny
8913,qp02zh,48,2.45,0.006006895,Residential,3,Allowed,Yes,8.306561787,Rainy
8914,qp02zk,48,2.45,0.010537264,Residential,3,Allowed,Yes,17.64893618,Foggy
8915,qp02zs,48,2.45,0.080852367,Residential,3,Allowed,Yes,11.05201735,Rainy
8916,qp02zu,48,2.45,0.001130149,Residential,1,Not Allowed,No,5.685090757,Snowy
8917,qp08bh,48,2.45,0.176928691,Residential,1,Not Allowed,No,25.21324727,Sunny
8918,qp08bk,48,2.45,0.08111826,Residential,3,Allowed,Yes,19.72917697,Sunny
8919,qp08bs,48,2.45,0.00263217,Residential,3,Allowed,Yes,24.13850576,Sunny
8920,qp08bu,48,2.45,0.035553367,Residential,2,Not Allowed,Yes,22.64744345,Sunny
8921,qp08ck,48,2.45,0.012127109,Residential,2,Not Allowed,Yes,18.67993478,Foggy
8922,qp08gk,48,2.45,0.007397089,Residential,3,Allowed,Yes,30.53854115,Sunny
8923,qp02zj,48,2.45,0.246931768,Street,1,Not Allowed,Yes,17.07979446,Foggy
8924,qp02zm,48,2.45,0.100829525,Residential,1,Not Allowed,No,16.96875312,
8925,qp02zt,48,2.45,0.149822782,Residential,1,Not Allowed,No,17.74164773,Foggy
8926,qp02zv,48,2.45,0.034417776,Residential,3,Allowed,Yes,22.72020547,Sunny
8927,qp08bj,48,2.45,0.086720198,Residential,2,Not Allowed,Yes,22.14717932,Sunny
8928,qp08bv,48,2.45,0.040149108,Residential,2,Not Allowed,Yes,,Foggy
8929,qp08cj,48,2.45,0.01454075,Residential,2,Not Allowed,Yes,18.67635322,Foggy
8930,qp08cm,48,2.45,0.051563494,Residential,2,Not Allowed,Yes,14.728155,Foggy
8931,qp08gm,48,2.45,0.010488485,Residential,1,Not Allowed,No,12.24577968,Rainy
8932,qp08gt,48,2.45,0.018635836,Residential,3,Allowed,Yes,8.842133804,Rainy
8933,qp02zn,48,2.45,0.07676021,Residential,2,Not Allowed,Yes,12.52166399,Rainy
8934,qp02zq,48,2.45,0.084544592,Residential,2,Not Allowed,Yes,15.27568704,Foggy
8935,qp02zw,48,2.45,0.286911855,Street,1,Not Allowed,Yes,10.05463559,Rainy
8936,qp02zy,48,2.45,0.188303861,Residential,1,Not Allowed,No,4.982348975,Snowy
8937,qp08bw,48,2.45,0.006022743,Residential,3,Allowed,Yes,14.72890026,Foggy
8938,qp08by,48,2.45,0.080405836,Residential,2,Not Allowed,Yes,19.71090689,Sunny
8939,qp08cn,48,2.45,0.017638953,Residential,2,Not Allowed,Yes,13.94487916,Rainy
8940,qp08fy,48,2.45,0.038018056,Residential,1,Not Allowed,No,17.71292592,Foggy
8941,qp08gn,48,2.45,0.017664689,Residential,1,Not Allowed,No,18.33038482,Foggy
8942,qp08gq,48,2.45,0.011068556,Residential,1,Not Allowed,No,14.0313101,Foggy
8943,qp08gw,48,2.45,0.074845513,Residential,3,Allowed,Yes,18.01019791,Foggy
8944,qp08gy,48,2.45,0.018946647,Residential,1,Not Allowed,No,20.91535351,Sunny
8945,qp08un,48,2.45,0.007260668,Residential,2,Not Allowed,Yes,13.06625424,Rainy
8946,qp02zp,48,2.45,0.140985581,Residential,1,Not Allowed,No,13.4817311,Rainy
8947,qp02zr,48,2.45,0.487405987,Highway,5,Allowed,No,18.67908245,Foggy
8948,qp02zx,48,2.45,0.129155332,Residential,1,Not Allowed,No,16.16354114,Foggy
8949,qp02zz,48,2.45,0.318095166,Street,1,Not Allowed,Yes,20.76503724,Sunny
8950,qp08bp,48,2.45,0.032853164,Residential,1,Not Allowed,No,19.12634066,Sunny
8951,qp08br,48,2.45,0.07748017,Residential,3,Allowed,Yes,22.27062352,Sunny
8952,qp08bx,48,2.45,0.016697011,Residential,2,Not Allowed,Yes,20.5582017,Sunny
8953,qp08cp,48,2.45,0.235766873,Street,1,Not Allowed,Yes,18.91641327,Foggy
8954,qp08gr,48,2.45,0.04930819,Residential,3,Allowed,Yes,20.31657039,Sunny
8955,qp08gx,48,2.45,0.040056556,Residential,3,Allowed,Yes,8.867993356,Rainy
8956,qp08gz,48,2.45,0.107227902,Residential,1,Not Allowed,No,6.663243823,Snowy
8957,qp03nb,48,2.45,0.072892357,Residential,3,Allowed,Yes,27.28429169,Sunny
8958,qp03p2,48,2.45,0.318532303,Street,1,Not Allowed,Yes,13.4038869,Rainy
8959,qp03p8,48,2.45,0.091563687,Residential,3,Allowed,Yes,,Sunny
8960,qp03pb,48,2.45,0.104457792,Residential,3,Allowed,Yes,14.72119149,Foggy
8961,qp0900,48,2.45,0.438316908,Highway,5,Allowed,No,15.42291975,Foggy
8962,qp0902,48,2.45,0.068360901,Residential,3,Allowed,Yes,18.29485921,Foggy
8963,qp090b,48,2.45,0.361571076,Highway,5,Allowed,No,20.23134227,Sunny
8964,qp0948,48,2.45,0.002691923,Residential,2,Not Allowed,Yes,30.13634155,Sunny
8965,qp094b,48,2.45,0.054173126,Residential,2,Not Allowed,Yes,11.31405524,Rainy
8966,qp0950,48,2.45,0.222295604,Street,1,Not Allowed,Yes,19.54735695,Sunny
8967,qp0952,48,2.45,0.025177216,Residential,1,Not Allowed,No,25.58438461,Sunny
8968,qp0958,48,2.45,0.022634788,Residential,1,Not Allowed,No,21.68721596,Sunny
8969,qp095b,48,2.45,0.052793876,Residential,2,Not Allowed,Yes,12.45039179,Rainy
8970,qp09h0,48,2.45,0.007916789,Residential,2,Not Allowed,Yes,26.21334805,Sunny
8971,qp03p3,48,2.45,0.092087066,Residential,3,Allowed,Yes,19.4730536,Sunny
8972,qp03p9,48,2.45,0.144198568,Residential,3,Allowed,Yes,30.95925461,Sunny
8973,qp0901,48,2.45,0.019783721,Residential,1,Not Allowed,No,18.00870779,Foggy
8974,qp0903,48,2.45,0.005049419,Residential,1,Not Allowed,No,12.97342358,Rainy
8975,qp0909,48,2.45,0.174454881,Residential,3,Allowed,Yes,12.02700032,Rainy
8976,qp090c,48,2.45,0.217668772,Residential,3,Allowed,Yes,10.91389918,Rainy
8977,qp0941,48,2.45,0.035292989,Residential,1,Not Allowed,No,18.26419991,Foggy
8978,qp094c,48,2.45,0.031225976,Residential,3,Allowed,Yes,29.50050111,Sunny
8979,qp0951,48,2.45,0.041572052,Residential,2,Not Allowed,Yes,19.81748773,Sunny
8980,qp0953,48,2.45,0.129093252,Residential,1,Not Allowed,No,8.132466245,Rainy
8981,qp0959,48,2.45,0.042288721,Residential,2,Not Allowed,Yes,20.39650596,Sunny
8982,qp095c,48,2.45,0.025421506,Residential,3,Allowed,Yes,14.81027604,Foggy
8983,qp03nd,48,2.45,0.101308572,Residential,1,Not Allowed,No,21.61570788,Sunny
8984,qp03p4,48,2.45,0.018846807,Residential,2,Not Allowed,Yes,20.65476414,Sunny
8985,qp03p6,48,2.45,0.034533207,Residential,2,Not Allowed,Yes,14.36299735,Foggy
8986,qp03pd,48,2.45,0.114408492,Residential,1,Not Allowed,No,5.072266034,Snowy
8987,qp03pf,48,2.45,0.02825799,Residential,3,Allowed,Yes,22.79931968,Sunny
8988,qp0904,48,2.45,0.222502148,Street,1,Not Allowed,Yes,34.6651584,Sunny
